
Age,Age_Group,Gender,Region,Household_Type,Occupation,IPTV_Provider,Subscription_Type,Digital_Literacy,OTT_Viewing_Ratio
20,18-24,Male,Rural Areas,Two-Person,Service Industry,KT,Family,Medium,0.23
51,45-54,Male,Other Urban,Three-Person,Service Industry,KT,Triple-Play,Low,0.14
31,25-34,Male,Seoul,Three-Person,Office Worker,LG U+,Family,High,0.36
77,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,LG U+,Family,Low,0.35
76,65+,Female,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.18
25,25-34,Male,Rural Areas,Single,Service Industry,KT,Individual,Medium,0.5
27,25-34,Male,Other Urban,Two-Person,Office Worker,Other,Family,High,0.77
42,35-44,Female,Rural Areas,Two-Person,Office Worker,Other,Triple-Play,High,0.92
33,25-34,Male,Other Urban,Single,Office Worker,KT,Individual,Medium,0.24
61,55-64,Male,Rural Areas,Three-Person,Office Worker,LG U+,Triple-Play,Low,0.15
87,65+,Female,Seoul,Single,Retired/Unemployed,Other,Individual,Low,0.5
62,55-64,Male,Rural Areas,Single,Homemaker,KT,Individual,Low,0.52
70,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,KT,Triple-Play,Low,0.13
37,35-44,Female,Other Urban,Two-Person,Office Worker,Other,Triple-Play,Medium,0.36
24,18-24,Female,Other Urban,Four-or-More,Student,KT,Family,Medium,0.41
55,55-64,Male,Seoul,Single,Retired/Unemployed,KT,Individual,Low,0.21
41,35-44,Male,Seoul,Single,Service Industry,LG U+,Individual,Medium,0.52
55,55-64,Female,Other Urban,Three-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.36
25,25-34,Male,Rural Areas,Four-or-More,Office Worker,LG U+,Triple-Play,High,0.71
12,5-12,Male,Other Urban,Two-Person,Student,LG U+,Family,Low,0.26
73,65+,Male,Other Urban,Single,Retired/Unemployed,LG U+,Triple-Play,Low,0.11
22,18-24,Female,Rural Areas,Three-Person,Retired/Unemployed,KT,Family,Low,0.25
90,65+,Male,Seoul,Single,Retired/Unemployed,KT,Individual,Low,0.24
87,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,SKB,Family,Medium,0.26
58,55-64,Female,Rural Areas,Single,Retired/Unemployed,LG U+,Individual,Low,0.1
60,55-64,Female,Other Urban,Four-or-More,Homemaker,Other,Triple-Play,Low,0.39
45,45-54,Female,Other Urban,Two-Person,Student,SKB,Family,High,0.91
71,65+,Male,Other Urban,Two-Person,Retired/Unemployed,KT,Individual,Low,0.27
30,25-34,Female,Rural Areas,Three-Person,Office Worker,Other,Triple-Play,High,0.81
38,35-44,Female,Rural Areas,Single,Office Worker,KT,Individual,High,0.88
51,45-54,Male,Rural Areas,Three-Person,Professional/Managerial,KT,Family,Medium,0.54
37,35-44,Male,Other Urban,Single,Professional/Managerial,LG U+,Individual,Medium,0.56
35,35-44,Male,Other Urban,Two-Person,Service Industry,SKB,Family,Low,0.15
28,25-34,Female,Seoul,Two-Person,Office Worker,KT,Family,High,0.68
47,45-54,Male,Seoul,Four-or-More,Service Industry,Other,Triple-Play,Medium,0.55
65,65+,Female,Other Urban,Single,Retired/Unemployed,Other,Individual,Low,0.58
19,18-24,Male,Other Urban,Two-Person,Office Worker,KT,Triple-Play,Medium,0.29
85,65+,Male,Rural Areas,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.33
62,55-64,Male,Other Urban,Single,Homemaker,LG U+,Individual,Low,0.17
65,65+,Female,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.29
48,45-54,Female,Rural Areas,Two-Person,Office Worker,Other,Family,Medium,0.32
58,55-64,Female,Rural Areas,Single,Office Worker,KT,Triple-Play,Medium,0.65
4,0-4,Female,Other Urban,Two-Person,Student,KT,Individual,Low,0.17
87,65+,Female,Seoul,Three-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.25
9,5-12,Male,Other Urban,Four-or-More,Student,LG U+,Family,Low,0.03
88,65+,Female,Other Urban,Two-Person,Retired/Unemployed,KT,Triple-Play,Low,0.06
79,65+,Male,Other Urban,Two-Person,Homemaker,Other,Triple-Play,Low,0.26
30,25-34,Female,Seoul,Single,Office Worker,LG U+,Individual,High,0.52
25,25-34,Female,Rural Areas,Two-Person,Office Worker,KT,Individual,Medium,0.68
61,55-64,Male,Seoul,Four-or-More,Retired/Unemployed,LG U+,Triple-Play,Low,0.43
27,25-34,Male,Other Urban,Single,Service Industry,SKB,Triple-Play,Low,0.09
77,65+,Female,Seoul,Two-Person,Homemaker,KT,Triple-Play,Medium,0.58
17,13-17,Female,Seoul,Three-Person,Student,KT,Family,High,0.89
17,13-17,Male,Seoul,Two-Person,Student,SKB,Triple-Play,High,0.84
70,65+,Female,Seoul,Two-Person,Retired/Unemployed,KT,Individual,Medium,0.14
62,55-64,Female,Rural Areas,Single,Homemaker,LG U+,Triple-Play,Low,0.07
87,65+,Male,Other Urban,Two-Person,Retired/Unemployed,KT,Triple-Play,Low,0.01
34,25-34,Female,Rural Areas,Single,Service Industry,SKB,Triple-Play,Low,0.23
60,55-64,Female,Other Urban,Three-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.08
53,45-54,Male,Other Urban,Two-Person,Student,SKB,Family,High,0.86
53,45-54,Male,Other Urban,Four-or-More,Retired/Unemployed,KT,Triple-Play,Low,0.22
55,55-64,Female,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.3
45,45-54,Male,Rural Areas,Two-Person,Office Worker,KT,Individual,Medium,0.77
35,35-44,Female,Other Urban,Two-Person,Office Worker,SKB,Triple-Play,High,0.55
32,25-34,Male,Other Urban,Single,Service Industry,KT,Individual,Medium,0.55
64,55-64,Male,Other Urban,Two-Person,Office Worker,KT,Family,Low,0.36
31,25-34,Female,Other Urban,Single,Professional/Managerial,KT,Individual,Medium,0.38
57,55-64,Female,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Low,0.37
26,25-34,Female,Other Urban,Single,Office Worker,Other,Individual,Medium,0.42
48,45-54,Male,Other Urban,Single,Office Worker,LG U+,Individual,Medium,0.52
57,55-64,Male,Other Urban,Four-or-More,Retired/Unemployed,SKB,Family,Low,0.2
31,25-34,Female,Rural Areas,Single,Office Worker,KT,Individual,Medium,0.88
6,5-12,Female,Other Urban,Four-or-More,Student,SKB,Family,Low,0.39
15,13-17,Female,Other Urban,Two-Person,Student,SKB,Triple-Play,Medium,0.67
50,45-54,Female,Other Urban,Two-Person,Retired/Unemployed,SKB,Family,Low,0.12
80,65+,Female,Other Urban,Two-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.36
6,5-12,Male,Other Urban,Four-or-More,Student,SKB,Family,Low,0.22
61,55-64,Male,Other Urban,Three-Person,Service Industry,KT,Triple-Play,Medium,0.66
34,25-34,Male,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,Medium,0.23
41,35-44,Male,Seoul,Three-Person,Student,KT,Family,High,0.74
68,65+,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Medium,0.47
32,25-34,Male,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,High,0.42
38,35-44,Male,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,High,0.56
3,0-4,Female,Other Urban,Single,Student,KT,Triple-Play,Low,0.35
12,5-12,Female,Other Urban,Four-or-More,Student,KT,Family,Low,0.28
29,25-34,Female,Seoul,Three-Person,Retired/Unemployed,KT,Family,Low,0.15
4,0-4,Male,Other Urban,Four-or-More,Student,KT,Family,Low,0.32
54,45-54,Male,Other Urban,Four-or-More,Office Worker,SKB,Family,Medium,0.61
37,35-44,Female,Other Urban,Four-or-More,Professional/Managerial,LG U+,Family,High,0.75
54,45-54,Male,Rural Areas,Four-or-More,Office Worker,Other,Triple-Play,High,0.93
22,18-24,Male,Rural Areas,Single,Student,Other,Individual,High,0.63
27,25-34,Female,Other Urban,Single,Office Worker,SKB,Triple-Play,High,0.71
59,55-64,Female,Other Urban,Single,Office Worker,SKB,Individual,Low,0.07
67,65+,Female,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.23
7,5-12,Female,Other Urban,Single,Student,Other,Individual,Low,0.51
90,65+,Male,Rural Areas,Three-Person,Service Industry,LG U+,Triple-Play,Medium,0.47
51,45-54,Male,Rural Areas,Single,Homemaker,LG U+,Triple-Play,Low,0.28
45,45-54,Male,Other Urban,Three-Person,Office Worker,KT,Family,High,0.53
53,45-54,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Low,0.1
5,5-12,Male,Seoul,Three-Person,Student,KT,Family,Low,0.11
9,5-12,Male,Other Urban,Two-Person,Student,Other,Family,Low,0.66
53,45-54,Male,Other Urban,Single,Office Worker,KT,Individual,Medium,0.64
34,25-34,Male,Other Urban,Single,Office Worker,SKB,Individual,Medium,0.64
77,65+,Male,Seoul,Two-Person,Retired/Unemployed,KT,Individual,Low,0.09
40,35-44,Female,Other Urban,Three-Person,Student,LG U+,Triple-Play,Medium,0.46
24,18-24,Male,Other Urban,Two-Person,Office Worker,KT,Family,High,0.84
59,55-64,Female,Rural Areas,Three-Person,Service Industry,LG U+,Family,Low,0.23
27,25-34,Male,Rural Areas,Single,Office Worker,SKB,Individual,High,0.86
52,45-54,Female,Other Urban,Single,Office Worker,SKB,Triple-Play,High,0.72
58,55-64,Female,Other Urban,Three-Person,Homemaker,KT,Family,Low,0.26
74,65+,Male,Other Urban,Single,Homemaker,Other,Individual,Medium,0.41
57,55-64,Female,Rural Areas,Two-Person,Office Worker,LG U+,Triple-Play,Medium,0.8
60,55-64,Female,Other Urban,Three-Person,Retired/Unemployed,KT,Family,Medium,0.37
62,55-64,Female,Rural Areas,Single,Professional/Managerial,SKB,Individual,Low,0.13
73,65+,Male,Other Urban,Two-Person,Service Industry,KT,Individual,Medium,0.49
30,25-34,Male,Other Urban,Three-Person,Office Worker,KT,Triple-Play,High,0.73
4,0-4,Male,Other Urban,Three-Person,Student,SKB,Family,Low,0.15
26,25-34,Male,Other Urban,Single,Professional/Managerial,LG U+,Individual,High,0.65
26,25-34,Female,Other Urban,Three-Person,Student,SKB,Family,Medium,0.44
63,55-64,Female,Other Urban,Single,Homemaker,SKB,Individual,Low,0.05
46,45-54,Female,Seoul,Two-Person,Office Worker,LG U+,Family,High,0.5
46,45-54,Male,Other Urban,Two-Person,Retired/Unemployed,Other,Family,Low,0.31
2,0-4,Male,Other Urban,Single,Student,SKB,Individual,Low,0.09
57,55-64,Female,Other Urban,Single,Homemaker,SKB,Individual,Low,0.55
28,25-34,Female,Other Urban,Single,Office Worker,Other,Individual,Medium,0.38
61,55-64,Female,Other Urban,Two-Person,Homemaker,SKB,Family,Low,0.17
53,45-54,Male,Other Urban,Single,Service Industry,SKB,Individual,Medium,0.27
26,25-34,Female,Rural Areas,Four-or-More,Office Worker,LG U+,Triple-Play,Medium,0.74
16,13-17,Female,Other Urban,Single,Student,Other,Triple-Play,High,0.76
13,13-17,Female,Rural Areas,Four-or-More,Student,LG U+,Family,High,0.57
82,65+,Male,Other Urban,Four-or-More,Homemaker,KT,Family,Medium,0.48
74,65+,Male,Rural Areas,Two-Person,Homemaker,SKB,Individual,Medium,0.27
55,55-64,Female,Other Urban,Two-Person,Service Industry,KT,Triple-Play,Medium,0.64
14,13-17,Male,Other Urban,Single,Student,KT,Triple-Play,Medium,0.7
42,35-44,Male,Seoul,Four-or-More,Student,SKB,Family,Medium,0.56
63,55-64,Male,Rural Areas,Three-Person,Homemaker,KT,Triple-Play,Medium,0.17
61,55-64,Female,Other Urban,Four-or-More,Service Industry,SKB,Triple-Play,Low,0.39
16,13-17,Male,Rural Areas,Two-Person,Student,LG U+,Triple-Play,Medium,0.53
3,0-4,Female,Other Urban,Four-or-More,Student,Other,Triple-Play,Low,0.25
56,55-64,Female,Other Urban,Two-Person,Homemaker,KT,Triple-Play,Low,0.26
42,35-44,Male,Seoul,Four-or-More,Professional/Managerial,KT,Family,High,0.85
26,25-34,Female,Other Urban,Single,Professional/Managerial,SKB,Individual,High,0.81
0,0-4,Female,Rural Areas,Three-Person,Student,KT,Triple-Play,Low,0.35
48,45-54,Female,Other Urban,Three-Person,Office Worker,KT,Family,Medium,0.06
81,65+,Female,Other Urban,Three-Person,Retired/Unemployed,Other,Family,Low,0.25
77,65+,Female,Other Urban,Two-Person,Retired/Unemployed,KT,Individual,Low,0.43
48,45-54,Female,Other Urban,Three-Person,Professional/Managerial,SKB,Triple-Play,High,0.74
47,45-54,Male,Seoul,Single,Office Worker,KT,Individual,Medium,0.28
8,5-12,Male,Other Urban,Two-Person,Student,KT,Family,Low,0.36
50,45-54,Female,Other Urban,Two-Person,Professional/Managerial,KT,Family,Medium,0.71
41,35-44,Male,Other Urban,Single,Office Worker,LG U+,Triple-Play,Medium,0.24
52,45-54,Male,Seoul,Three-Person,Professional/Managerial,LG U+,Family,High,0.56
36,35-44,Female,Other Urban,Single,Office Worker,LG U+,Individual,Medium,0.55
30,25-34,Female,Other Urban,Single,Service Industry,SKB,Individual,Low,0.3
14,13-17,Male,Other Urban,Two-Person,Student,LG U+,Individual,Medium,0.6
29,25-34,Male,Rural Areas,Four-or-More,Office Worker,KT,Family,High,0.79
14,13-17,Female,Other Urban,Two-Person,Student,LG U+,Triple-Play,High,0.74
19,18-24,Female,Rural Areas,Four-or-More,Professional/Managerial,SKB,Triple-Play,High,0.8
87,65+,Male,Seoul,Two-Person,Homemaker,LG U+,Family,Medium,0.16
37,35-44,Male,Other Urban,Three-Person,Office Worker,KT,Family,High,0.86
48,45-54,Female,Other Urban,Single,Service Industry,LG U+,Triple-Play,Low,0.04
74,65+,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Low,0.45
73,65+,Female,Seoul,Two-Person,Retired/Unemployed,KT,Family,Low,0.24
48,45-54,Female,Rural Areas,Two-Person,Professional/Managerial,SKB,Triple-Play,Medium,0.41
83,65+,Female,Seoul,Single,Retired/Unemployed,KT,Triple-Play,Low,0.31
26,25-34,Male,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,Medium,0.42
29,25-34,Female,Other Urban,Three-Person,Student,SKB,Family,High,0.66
38,35-44,Female,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Low,0.61
62,55-64,Male,Seoul,Single,Retired/Unemployed,KT,Individual,Low,0.26
61,55-64,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.58
30,25-34,Female,Other Urban,Single,Office Worker,KT,Triple-Play,Medium,0.59
15,13-17,Female,Rural Areas,Two-Person,Student,KT,Family,High,0.62
46,45-54,Male,Rural Areas,Three-Person,Service Industry,KT,Family,Low,0.09
15,13-17,Male,Other Urban,Two-Person,Student,KT,Triple-Play,High,0.57
54,45-54,Female,Other Urban,Single,Office Worker,Other,Triple-Play,High,0.72
63,55-64,Male,Other Urban,Two-Person,Retired/Unemployed,Other,Family,Low,0.42
63,55-64,Female,Other Urban,Three-Person,Homemaker,LG U+,Family,Medium,0.34
59,55-64,Male,Seoul,Single,Retired/Unemployed,KT,Triple-Play,Low,0.45
78,65+,Female,Rural Areas,Four-or-More,Homemaker,LG U+,Triple-Play,Low,0.51
47,45-54,Male,Other Urban,Single,Professional/Managerial,SKB,Triple-Play,Medium,0.31
56,55-64,Female,Seoul,Three-Person,Retired/Unemployed,KT,Triple-Play,Low,0.3
52,45-54,Male,Other Urban,Two-Person,Retired/Unemployed,Other,Individual,Low,0.18
24,18-24,Male,Other Urban,Single,Homemaker,Other,Individual,Low,0.08
1,0-4,Female,Other Urban,Three-Person,Student,LG U+,Family,Low,0.3
31,25-34,Male,Seoul,Two-Person,Office Worker,KT,Individual,High,0.6
35,35-44,Female,Other Urban,Three-Person,Office Worker,SKB,Family,Medium,0.63
45,45-54,Male,Seoul,Three-Person,Office Worker,KT,Family,High,0.89
90,65+,Male,Rural Areas,Single,Homemaker,KT,Individual,Low,0.2
19,18-24,Male,Rural Areas,Four-or-More,Office Worker,LG U+,Family,High,0.85
14,13-17,Male,Other Urban,Three-Person,Student,KT,Family,Medium,0.43
79,65+,Male,Seoul,Three-Person,Retired/Unemployed,KT,Family,Low,0.12
15,13-17,Female,Other Urban,Two-Person,Student,KT,Family,High,0.54
35,35-44,Female,Other Urban,Single,Student,SKB,Individual,High,0.72
49,45-54,Male,Rural Areas,Single,Homemaker,Other,Individual,Low,0.17
47,45-54,Female,Seoul,Four-or-More,Office Worker,SKB,Triple-Play,High,0.83
5,5-12,Male,Other Urban,Four-or-More,Student,KT,Triple-Play,Low,0.15
12,5-12,Male,Other Urban,Two-Person,Student,SKB,Triple-Play,Low,0.17
16,13-17,Female,Other Urban,Single,Student,SKB,Individual,Medium,0.57
50,45-54,Female,Rural Areas,Three-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.26
53,45-54,Female,Other Urban,Three-Person,Office Worker,SKB,Triple-Play,High,0.9
27,25-34,Male,Other Urban,Three-Person,Office Worker,KT,Family,High,0.89
53,45-54,Female,Other Urban,Single,Professional/Managerial,KT,Triple-Play,High,0.88
89,65+,Female,Other Urban,Single,Retired/Unemployed,Other,Individual,Low,0.32
12,5-12,Male,Other Urban,Two-Person,Student,KT,Family,Low,0.4
45,45-54,Male,Rural Areas,Single,Office Worker,LG U+,Triple-Play,High,0.61
57,55-64,Male,Other Urban,Three-Person,Retired/Unemployed,KT,Triple-Play,Low,0.17
30,25-34,Male,Rural Areas,Two-Person,Office Worker,LG U+,Triple-Play,Medium,0.62
32,25-34,Male,Rural Areas,Three-Person,Office Worker,KT,Triple-Play,Medium,0.29
48,45-54,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.48
69,65+,Male,Other Urban,Two-Person,Retired/Unemployed,SKB,Family,Low,0.24
63,55-64,Female,Rural Areas,Two-Person,Office Worker,SKB,Family,Low,0.09
50,45-54,Male,Other Urban,Single,Professional/Managerial,KT,Individual,Medium,0.44
61,55-64,Male,Other Urban,Two-Person,Service Industry,SKB,Individual,Low,0.14
41,35-44,Male,Other Urban,Two-Person,Office Worker,KT,Triple-Play,Medium,0.23
48,45-54,Female,Other Urban,Four-or-More,Retired/Unemployed,LG U+,Triple-Play,Low,0.31
38,35-44,Female,Seoul,Single,Office Worker,SKB,Individual,High,0.51
21,18-24,Male,Other Urban,Three-Person,Professional/Managerial,LG U+,Family,High,0.7
59,55-64,Female,Other Urban,Four-or-More,Retired/Unemployed,SKB,Family,Medium,0.62
49,45-54,Male,Other Urban,Three-Person,Professional/Managerial,Other,Triple-Play,Medium,0.78
42,35-44,Male,Other Urban,Three-Person,Student,SKB,Family,Medium,0.83
73,65+,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.14
1,0-4,Male,Other Urban,Two-Person,Student,SKB,Individual,Low,0.3
31,25-34,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Low,0.28
5,5-12,Female,Other Urban,Two-Person,Student,SKB,Individual,Low,0.37
55,55-64,Female,Seoul,Two-Person,Professional/Managerial,LG U+,Individual,Low,0.34
58,55-64,Male,Other Urban,Four-or-More,Retired/Unemployed,SKB,Triple-Play,Low,0.38
34,25-34,Male,Other Urban,Two-Person,Office Worker,Other,Family,High,0.77
61,55-64,Male,Rural Areas,Four-or-More,Professional/Managerial,SKB,Triple-Play,Medium,0.37
36,35-44,Male,Other Urban,Two-Person,Service Industry,KT,Family,Medium,0.29
56,55-64,Female,Other Urban,Three-Person,Retired/Unemployed,Other,Triple-Play,Low,0.52
35,35-44,Female,Seoul,Three-Person,Service Industry,LG U+,Family,Low,0.43
44,35-44,Female,Rural Areas,Three-Person,Professional/Managerial,KT,Family,High,0.39
66,65+,Male,Other Urban,Single,Homemaker,KT,Individual,Low,0.16
31,25-34,Female,Other Urban,Single,Office Worker,SKB,Triple-Play,Medium,0.62
13,13-17,Female,Other Urban,Two-Person,Student,KT,Individual,High,0.75
50,45-54,Male,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,High,0.43
90,65+,Female,Seoul,Two-Person,Retired/Unemployed,Other,Individual,Low,0.29
36,35-44,Male,Seoul,Single,Homemaker,KT,Triple-Play,Medium,0.21
8,5-12,Female,Rural Areas,Single,Student,KT,Individual,Low,0.26
34,25-34,Female,Other Urban,Two-Person,Office Worker,LG U+,Individual,Medium,0.49
54,45-54,Female,Rural Areas,Two-Person,Office Worker,KT,Family,High,0.51
22,18-24,Male,Seoul,Four-or-More,Office Worker,LG U+,Triple-Play,High,0.69
63,55-64,Female,Seoul,Two-Person,Professional/Managerial,KT,Family,Medium,0.51
87,65+,Female,Rural Areas,Two-Person,Retired/Unemployed,SKB,Family,Low,0.47
35,35-44,Female,Other Urban,Two-Person,Office Worker,KT,Individual,High,0.71
43,35-44,Female,Other Urban,Three-Person,Office Worker,LG U+,Triple-Play,High,0.78
36,35-44,Male,Other Urban,Two-Person,Service Industry,SKB,Family,Medium,0.07
16,13-17,Female,Rural Areas,Single,Student,Other,Individual,High,0.5
73,65+,Male,Seoul,Single,Service Industry,SKB,Individual,Medium,0.52
38,35-44,Female,Other Urban,Three-Person,Retired/Unemployed,Other,Triple-Play,Low,0.34
37,35-44,Male,Seoul,Single,Office Worker,SKB,Individual,Medium,0.69
55,55-64,Male,Rural Areas,Single,Office Worker,Other,Individual,Low,0.25
41,35-44,Male,Rural Areas,Single,Service Industry,KT,Individual,Medium,0.45
50,45-54,Male,Other Urban,Four-or-More,Professional/Managerial,SKB,Triple-Play,High,0.98
6,5-12,Female,Other Urban,Single,Student,SKB,Triple-Play,Low,0.27
80,65+,Male,Rural Areas,Three-Person,Retired/Unemployed,KT,Family,Low,0.05
68,65+,Female,Other Urban,Two-Person,Office Worker,SKB,Family,Low,0.26
50,45-54,Female,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Medium,0.52
86,65+,Male,Seoul,Three-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.52
22,18-24,Female,Seoul,Two-Person,Student,KT,Family,High,0.55
38,35-44,Male,Other Urban,Two-Person,Office Worker,KT,Family,High,0.85
50,45-54,Female,Other Urban,Single,Service Industry,KT,Individual,Low,0.15
54,45-54,Male,Other Urban,Two-Person,Professional/Managerial,Other,Family,Medium,0.7
42,35-44,Male,Rural Areas,Four-or-More,Professional/Managerial,SKB,Family,Medium,0.54
27,25-34,Male,Seoul,Four-or-More,Homemaker,KT,Family,Low,0.43
16,13-17,Male,Other Urban,Three-Person,Student,SKB,Family,High,0.75
44,35-44,Male,Rural Areas,Four-or-More,Professional/Managerial,KT,Triple-Play,Medium,0.66
22,18-24,Male,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,Medium,0.66
55,55-64,Female,Other Urban,Three-Person,Homemaker,SKB,Family,Medium,0.37
21,18-24,Male,Seoul,Two-Person,Office Worker,LG U+,Family,High,0.81
7,5-12,Female,Other Urban,Two-Person,Student,Other,Triple-Play,Low,0.43
54,45-54,Female,Other Urban,Four-or-More,Office Worker,LG U+,Family,High,0.86
54,45-54,Female,Other Urban,Three-Person,Homemaker,Other,Family,Medium,0.6
76,65+,Female,Other Urban,Three-Person,Retired/Unemployed,KT,Family,Low,0.17
53,45-54,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.32
42,35-44,Male,Rural Areas,Single,Office Worker,KT,Individual,High,0.86
58,55-64,Male,Other Urban,Single,Service Industry,SKB,Individual,Medium,0.08
51,45-54,Male,Other Urban,Single,Office Worker,SKB,Individual,Medium,0.64
6,5-12,Female,Other Urban,Four-or-More,Student,LG U+,Triple-Play,Low,0.36
47,45-54,Female,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.27
89,65+,Female,Seoul,Two-Person,Homemaker,SKB,Family,Low,0.12
44,35-44,Male,Other Urban,Single,Office Worker,SKB,Triple-Play,Medium,0.61
28,25-34,Female,Seoul,Single,Service Industry,KT,Triple-Play,Medium,0.17
19,18-24,Male,Other Urban,Single,Service Industry,LG U+,Individual,Low,0.4
19,18-24,Male,Other Urban,Four-or-More,Office Worker,Other,Family,Medium,0.29
39,35-44,Male,Seoul,Three-Person,Service Industry,SKB,Triple-Play,Low,0.45
46,45-54,Male,Seoul,Three-Person,Professional/Managerial,LG U+,Triple-Play,Medium,0.81
10,5-12,Male,Other Urban,Four-or-More,Student,SKB,Triple-Play,Low,0.5
90,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,KT,Family,Low,0.26
60,55-64,Female,Rural Areas,Two-Person,Retired/Unemployed,KT,Individual,Low,0.17
54,45-54,Male,Other Urban,Single,Office Worker,KT,Triple-Play,High,0.45
81,65+,Male,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.28
10,5-12,Male,Rural Areas,Single,Student,KT,Individual,Low,0.56
40,35-44,Female,Other Urban,Single,Professional/Managerial,LG U+,Individual,Medium,0.66
48,45-54,Male,Rural Areas,Two-Person,Office Worker,Other,Individual,Medium,0.44
83,65+,Female,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.17
56,55-64,Female,Other Urban,Four-or-More,Office Worker,KT,Family,Medium,0.6
31,25-34,Female,Other Urban,Four-or-More,Office Worker,LG U+,Triple-Play,High,0.67
73,65+,Female,Seoul,Single,Retired/Unemployed,LG U+,Individual,Low,0.55
16,13-17,Female,Seoul,Three-Person,Student,KT,Family,High,0.78
83,65+,Female,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Medium,0.8
80,65+,Male,Rural Areas,Single,Retired/Unemployed,Other,Individual,Low,0.1
23,18-24,Male,Other Urban,Three-Person,Office Worker,SKB,Triple-Play,Medium,0.3
63,55-64,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.22
12,5-12,Female,Seoul,Single,Student,Other,Individual,Low,0.52
36,35-44,Male,Other Urban,Two-Person,Office Worker,KT,Family,High,0.76
51,45-54,Female,Other Urban,Two-Person,Homemaker,KT,Family,Low,0.26
49,45-54,Female,Other Urban,Single,Office Worker,SKB,Individual,High,0.85
85,65+,Male,Other Urban,Two-Person,Professional/Managerial,KT,Individual,Low,0.31
61,55-64,Female,Other Urban,Four-or-More,Homemaker,Other,Triple-Play,Medium,0.73
43,35-44,Male,Other Urban,Three-Person,Service Industry,SKB,Triple-Play,Low,0.21
58,55-64,Male,Other Urban,Three-Person,Homemaker,LG U+,Family,Medium,0.38
89,65+,Male,Rural Areas,Three-Person,Retired/Unemployed,KT,Family,Low,0.16
4,0-4,Male,Other Urban,Three-Person,Student,KT,Family,Low,0.25
90,65+,Male,Other Urban,Single,Office Worker,LG U+,Individual,Medium,0.48
5,5-12,Female,Other Urban,Four-or-More,Student,Other,Family,Low,0.21
68,65+,Male,Seoul,Three-Person,Office Worker,KT,Triple-Play,Low,0.81
27,25-34,Female,Other Urban,Single,Service Industry,SKB,Individual,Medium,0.62
14,13-17,Male,Other Urban,Two-Person,Student,KT,Family,High,0.79
43,35-44,Male,Seoul,Two-Person,Professional/Managerial,LG U+,Family,Medium,0.52
46,45-54,Female,Seoul,Single,Professional/Managerial,Other,Individual,Medium,0.3
40,35-44,Male,Other Urban,Single,Office Worker,LG U+,Individual,High,0.52
9,5-12,Female,Other Urban,Single,Student,LG U+,Individual,Low,0.32
49,45-54,Female,Other Urban,Four-or-More,Service Industry,KT,Family,Low,0.15
84,65+,Male,Seoul,Single,Retired/Unemployed,KT,Triple-Play,Medium,0.36
40,35-44,Female,Other Urban,Single,Office Worker,KT,Individual,Medium,0.64
29,25-34,Female,Other Urban,Single,Professional/Managerial,KT,Individual,Medium,0.63
38,35-44,Female,Other Urban,Three-Person,Office Worker,LG U+,Family,Medium,0.64
9,5-12,Male,Other Urban,Four-or-More,Student,SKB,Triple-Play,Low,0.36
73,65+,Female,Other Urban,Two-Person,Retired/Unemployed,KT,Family,Low,0.46
86,65+,Female,Seoul,Single,Retired/Unemployed,LG U+,Individual,Low,0.2
